Quantity,UnitPrice,Discount,Category,CompetitorPrice,elasticity_index
37,43.5,0.0,Electronics,49.35,1.1344827586206896
1,65.18,0.16,Electronics,49.35,0.6359926357778458
7,90.48,0.28,Stationery,48.765,0.38805039787798407
4,71.98,0.34,Apparel,49.0,0.4492914698527368
28,66.99,0.22,Apparel,49.0,0.5705329153605015
19,84.42,0.29,Electronics,49.35,0.41504975124378113
6,40.41,0.0,Stationery,48.765,1.206755753526355
26,42.55,0.14,Stationery,48.765,0.9856145710928321
40,48.01,0.08,Apparel,49.0,0.9389710476983963
37,79.07,0.05,Furniture,48.36,0.5810294675603895
19,88.28,0.37,Electronics,49.35,0.35218056184866336
17,46.44,0.25,Stationery,48.765,0.7875484496124032
29,65.21,0.45,Furniture,48.36,0.407882226652354
49,76.11,0.1,Stationery,48.765,0.576645644461963
21,48.2,0.29,Apparel,49.0,0.7217842323651451
5,44.78,0.29,Furniture,48.36,0.7667619472979008
17,66.02,0.42,Apparel,49.0,0.4304756134504696
38,4.41,0.47,Stationery,48.765,3.0
41,77.51,0.33,Apparel,49.0,0.4235582505483163
40,18.1,0.36,Electronics,49.35,1.7449723756906077
7,32.75,0.39,Furniture,48.36,0.900751145038168
27,21.75,0.37,Furniture,48.36,1.4007724137931035
31,32.03,0.01,Furniture,48.36,1.4947361848267249
34,90.09,0.34,Electronics,49.35,0.3615384615384615
26,98.42,0.1,Furniture,48.36,0.44222718959561064
6,4.19,0.17,Apparel,49.0,3.0
31,13.89,0.46,Apparel,49.0,1.9049676025917925
12,41.24,0.42,Furniture,48.36,0.6801357904946654
15,4.36,0.08,Electronics,49.35,3.0
1,46.88,0.11,Accessories,49.03,0.9308169795221843
26,32.11,0.13,Accessories,49.03,1.3284366241046404
37,52.01,0.3,Stationery,48.765,0.6563257065948855
6,15.22,0.27,Accessories,49.03,2.3516360052562417
24,43.37,0.12,Furniture,48.36,0.981249711782338
47,75.78,0.4,Apparel,49.0,0.38796516231195566
36,38.63,0.2,Accessories,49.03,1.0153766502718093
44,87.01,0.09,Apparel,49.0,0.5124698310539019
19,18.49,0.01,Apparel,49.0,2.623580313683072
18,38.62,0.19,Accessories,49.03,1.028335059554635
38,6.77,0.11,Electronics,49.35,3.0
16,7.73,0.32,Stationery,48.765,3.0
17,56.52,0.35,Accessories,49.03,0.5638623496107572
11,75.95,0.36,Accessories,49.03,0.4131560236998025
16,36.27,0.01,Stationery,48.765,1.3310545905707194
9,74.44,0.07,Accessories,49.03,0.612545674368619
23,4.99,0.47,Furniture,48.36,3.0
10,21.39,0.2,Accessories,49.03,1.833754090696587
26,45.81,0.01,Stationery,48.765,1.053860510805501
45,79.78,0.31,Electronics,49.35,0.4268174981198295
36,33.82,0.08,Stationery,48.765,1.3265464222353638
46,92.52,0.18,Stationery,48.765,0.4322016861219196
39,69.82,0.01,Apparel,49.0,0.694786594099112
3,50.28,0.34,Electronics,49.35,0.6477923627684964
20,57.73,0.17,Stationery,48.765,0.7011077429412784
17,57.6,0.33,Accessories,49.03,0.570314236111111
46,62.43,0.05,Apparel,49.0,0.7456351113246836
47,77.89,0.27,Electronics,49.35,0.46251765310052634
28,76.89,0.49,Accessories,49.03,0.325208739758096
1,46.63,0.28,Electronics,49.35,0.7619987132747157
36,46.88,0.31,Furniture,48.36,0.7117832764505118
25,54.8,0.45,Electronics,49.35,0.495301094890511
33,19.45,0.45,Furniture,48.36,1.3675064267352186
21,61.13,0.01,Furniture,48.36,0.7831899231146736
30,82.15,0.0,Apparel,49.0,0.5964698721850273
13,37.31,0.49,Furniture,48.36,0.6610452961672474
39,39.83,0.14,Stationery,48.765,1.0529224202862164
23,60.63,0.19,Accessories,49.03,0.6550272142503711
6,43.12,0.14,Stationery,48.765,0.9725858070500928
19,18.99,0.03,Stationery,48.765,2.4908925750394943
10,11.83,0.06,Furniture,48.36,3.0
16,60.5,0.4,Accessories,49.03,0.48624793388429755
13,40.98,0.1,Electronics,49.35,1.0838213762811129
22,78.97,0.11,Apparel,49.0,0.552235025959225
2,72.92,0.4,Accessories,49.03,0.40342841470104224
42,90.98,0.01,Accessories,49.03,0.533520553967905
26,54.78,0.27,Electronics,49.35,0.6576396495071194
5,16.4,0.07,Apparel,49.0,2.778658536585366
30,28.17,0.12,Electronics,49.35,1.541640042598509
37,92.63,0.15,Stationery,48.765,0.4474819173054086
22,30.96,0.12,Stationery,48.765,1.3860852713178295
18,48.56,0.3,Apparel,49.0,0.7063426688632619
29,42.4,0.2,Stationery,48.765,0.9200943396226416
19,89.84,0.11,Furniture,48.36,0.47907836153161176
4,77.66,0.2,Electronics,49.35,0.5083698171516869
8,4.52,0.22,Accessories,49.03,3.0
27,47.15,0.26,Electronics,49.35,0.7745281018027572
29,50.07,0.03,Stationery,48.765,0.9447183942480527
44,7.72,0.35,Accessories,49.03,3.0
33,36.17,0.12,Electronics,49.35,1.2006635333149018
35,84.94,0.04,Furniture,48.36,0.5465693430656934
4,96.02,0.32,Accessories,49.03,0.34722349510518635
26,34.61,0.37,Electronics,49.35,0.8983097370702109
13,53.61,0.05,Apparel,49.0,0.868308151464279
11,93.55,0.31,Electronics,49.35,0.3639925173703902
39,47.59,0.46,Furniture,48.36,0.5487371296490859
34,32.67,0.04,Stationery,48.765,1.4329476584022036
25,12.11,0.1,Furniture,48.36,3.0
21,60.11,0.12,Stationery,48.765,0.7139111628680752
36,63.05,0.29,Accessories,49.03,0.552122125297383
41,46.62,0.02,Electronics,49.35,1.0373873873873873
41,71.1,0.2,Stationery,48.765,0.5486919831223629
2,49.99,0.31,Electronics,49.35,0.6811662332466493
25,73.67,0.21,Stationery,48.765,0.5229313153250984
32,14.22,0.01,Stationery,48.765,3.0
1,10.02,0.48,Stationery,48.765,2.530718562874252
33,76.1,0.3,Electronics,49.35,0.45394218134034164
6,81.78,0.46,Electronics,49.35,0.3258620689655173
13,22.28,0.2,Stationery,48.765,1.750987432675045
17,7.56,0.32,Electronics,49.35,3.0
16,7.68,0.3,Stationery,48.765,3.0
38,24.25,0.48,Stationery,48.765,1.045682474226804
22,54.8,0.12,Stationery,48.765,0.7830875912408759
43,62.86,0.21,Stationery,48.765,0.6128595291123131
41,85.64,0.1,Furniture,48.36,0.5082204577300327
7,85.36,0.47,Stationery,48.765,0.302781747891284
2,84.71,0.02,Furniture,48.36,0.559471136819738
1,25.26,0.02,Stationery,48.765,1.8919121140142516
19,54.66,0.2,Furniture,48.36,0.7077936333699233
16,61.92,0.06,Accessories,49.03,0.7443184754521964
29,3.49,0.43,Electronics,49.35,3.0
8,37.77,0.4,Furniture,48.36,0.7682287529785543
26,14.93,0.23,Accessories,49.03,2.528673811118553
11,2.58,0.39,Apparel,49.0,3.0
10,12.28,0.23,Stationery,48.765,3.0
4,76.41,0.48,Electronics,49.35,0.33584609344326666
34,68.17,0.11,Accessories,49.03,0.640115886753704
49,52.96,0.43,Accessories,49.03,0.5277020392749245
23,83.3,0.23,Furniture,48.36,0.4470252100840336
33,30.68,0.33,Stationery,48.765,1.064946219035202
32,41.5,0.38,Stationery,48.765,0.7285373493975904
20,15.03,0.38,Furniture,48.36,1.9948902195608784
13,65.35,0.14,Furniture,48.36,0.6364131599081868
29,96.56,0.3,Electronics,49.35,0.35775683512841755
18,65.24,0.09,Accessories,49.03,0.6838948497854078
6,66.25,0.49,Electronics,49.35,0.37990188679245285
14,67.93,0.16,Furniture,48.36,0.5980038274694538
4,13.55,0.09,Electronics,49.35,3.0
26,91.08,0.15,Furniture,48.36,0.45131752305665346
12,40.95,0.01,Apparel,49.0,1.1846153846153846
38,26.33,0.21,Furniture,48.36,1.450983668818838
28,4.72,0.0,Furniture,48.36,3.0
41,72.36,0.38,Furniture,48.36,0.4143615257048093
6,63.52,0.22,Accessories,49.03,0.6020686397984887
38,37.47,0.49,Apparel,49.0,0.66693354683747
44,35.34,0.26,Accessories,49.03,1.0266610073571023
4,59.0,0.45,Stationery,48.765,0.4545889830508475
8,8.86,0.12,Apparel,49.0,3.0
44,95.33,0.47,Apparel,49.0,0.2724221126612819
31,26.15,0.37,Electronics,49.35,1.1889292543021033
32,33.05,0.0,Accessories,49.03,1.4835098335854766
4,35.61,0.02,Stationery,48.765,1.3420303285593935
28,82.88,0.39,Furniture,48.36,0.3559314671814672
7,6.77,0.08,Apparel,49.0,3.0
9,47.33,0.46,Electronics,49.35,0.5630466934291147
3,80.54,0.09,Electronics,49.35,0.5575925006208096
33,85.37,0.22,Accessories,49.03,0.4479723556284409
20,61.09,0.1,Accessories,49.03,0.722327713210018
19,36.75,0.44,Stationery,48.765,0.7430857142857143
3,27.15,0.34,Stationery,48.765,1.1854475138121545
6,15.13,0.48,Furniture,48.36,1.6620753469927296
38,23.66,0.22,Furniture,48.36,1.5942857142857143
29,72.03,0.05,Stationery,48.765,0.6431591003748438
34,82.92,0.17,Apparel,49.0,0.49047274481427877
14,28.95,0.29,Stationery,48.765,1.1959637305699482
26,85.27,0.47,Stationery,48.765,0.3031013252022986
34,65.05,0.44,Accessories,49.03,0.42208762490392016
9,35.76,0.03,Apparel,49.0,1.32913870246085
33,97.78,0.28,Accessories,49.03,0.3610308856616895
19,15.53,0.26,Stationery,48.765,2.3236381197681903
9,80.69,0.32,Apparel,49.0,0.41293840624612715
39,65.8,0.25,Electronics,49.35,0.5625
6,96.79,0.43,Apparel,49.0,0.28856286806488274
23,83.76,0.31,Apparel,49.0,0.4036532951289398
45,46.1,0.17,Apparel,49.0,0.8822125813449023
9,83.26,0.2,Stationery,48.765,0.4685563295700216
26,1.06,0.1,Furniture,48.36,3.0
10,5.96,0.41,Apparel,49.0,3.0
6,50.08,0.34,Apparel,49.0,0.6457667731629393
14,66.7,0.4,Apparel,49.0,0.4407796101949025
17,6.4,0.43,Accessories,49.03,3.0
4,77.55,0.42,Apparel,49.0,0.3664732430689878
47,73.91,0.4,Accessories,49.03,0.39802462454336357
14,12.32,0.34,Furniture,48.36,2.5907142857142853
24,47.23,0.13,Apparel,49.0,0.9026042769426212
13,40.98,0.12,Apparel,49.0,1.0522205954123964
37,50.24,0.15,Stationery,48.765,0.8250447850318471
1,9.31,0.19,Stationery,48.765,3.0
38,24.84,0.37,Accessories,49.03,1.2435144927536232
33,99.82,0.12,Accessories,49.03,0.4322420356641956
17,62.28,0.3,Electronics,49.35,0.5546724470134875
14,65.41,0.16,Stationery,48.765,0.626243693624828
17,59.67,0.42,Stationery,48.765,0.4740020110608346
46,73.74,0.32,Electronics,49.35,0.4550854353132628
16,78.31,0.32,Electronics,49.35,0.4285276465330098
7,2.12,0.02,Furniture,48.36,3.0
42,42.62,0.16,Accessories,49.03,0.9663350539652745
47,97.06,0.48,Furniture,48.36,0.25908922316093136
12,65.78,0.43,Electronics,49.35,0.42762997871693526
23,89.18,0.31,Accessories,49.03,0.3793529939448306
40,38.53,0.1,Stationery,48.765,1.1390734492603167
48,12.1,0.22,Accessories,49.03,3.0
6,17.89,0.1,Electronics,49.35,2.4826718837339294
43,34.65,0.2,Stationery,48.765,1.125887445887446
38,95.09,0.39,Apparel,49.0,0.3143337890419602
30,96.95,0.39,Electronics,49.35,0.3105054151624549
22,86.31,0.01,Electronics,49.35,0.5660583941605839
1,56.44,0.22,Furniture,48.36,0.6683345145287031
3,56.61,0.14,Apparel,49.0,0.7443914502738033
40,83.66,0.37,Apparel,49.0,0.3689935453024145
40,6.62,0.36,Apparel,49.0,3.0
1,42.71,0.21,Electronics,49.35,0.9128190119409975
37,63.01,0.5,Accessories,49.03,0.38906522774162833
36,10.48,0.16,Furniture,48.36,3.0
33,9.55,0.13,Apparel,49.0,3.0
48,23.97,0.43,Accessories,49.03,1.165919899874844
38,58.89,0.42,Apparel,49.0,0.4825946680251317
45,83.93,0.1,Accessories,49.03,0.525759561539378
39,60.54,0.25,Electronics,49.35,0.611372646184341
44,66.75,0.11,Stationery,48.765,0.6502000000000001
49,32.7,0.15,Furniture,48.36,1.257064220183486
49,41.16,0.12,Apparel,49.0,1.0476190476190477
48,78.82,0.14,Accessories,49.03,0.5349632073077899
11,78.29,0.41,Stationery,48.765,0.3674971260697408
46,98.99,0.15,Apparel,49.0,0.4207495706637034
32,1.69,0.18,Furniture,48.36,3.0
19,71.37,0.41,Stationery,48.765,0.40312946616225304
21,97.23,0.02,Stationery,48.765,0.4915118790496761
11,91.31,0.32,Furniture,48.36,0.3601445624794655
22,37.14,0.02,Furniture,48.36,1.2760581583198707
19,47.9,0.47,Apparel,49.0,0.5421711899791232
28,48.19,0.33,Electronics,49.35,0.6861278273500726
32,62.4,0.34,Furniture,48.36,0.5115
26,39.61,0.42,Furniture,48.36,0.7081242110578138
19,14.19,0.11,Electronics,49.35,3.0
15,84.31,0.22,Apparel,49.0,0.4533270074724232
5,57.32,0.4,Accessories,49.03,0.5132240055826937
12,95.68,0.34,Stationery,48.765,0.336380643812709
45,27.52,0.17,Accessories,49.03,1.4787390988372093
23,58.82,0.25,Apparel,49.0,0.6247874872492349
49,10.12,0.39,Electronics,49.35,2.9746541501976287
17,22.15,0.17,Accessories,49.03,1.8372415349887132
11,72.58,0.34,Accessories,49.03,0.44585009644530166
31,60.07,0.07,Stationery,48.765,0.7549766938571666
41,98.23,0.24,Apparel,49.0,0.37911025145067695
48,35.66,0.46,Accessories,49.03,0.742462142456534
8,53.12,0.37,Accessories,49.03,0.5814928463855422
40,99.95,0.17,Stationery,48.765,0.404951975987994
32,60.95,0.26,Apparel,49.0,0.5949138638228055
10,97.67,0.43,Accessories,49.03,0.28613801576738
39,28.94,0.46,Electronics,49.35,0.920836212854181
38,1.27,0.05,Stationery,48.765,3.0
45,24.81,0.23,Stationery,48.765,1.5134643288996374
35,14.24,0.3,Accessories,49.03,2.4101825842696627
11,55.98,0.2,Furniture,48.36,0.6911039657020366
18,75.01,0.17,Accessories,49.03,0.5425263298226902
41,39.48,0.02,Apparel,49.0,1.2163120567375887
13,46.65,0.07,Furniture,48.36,0.9640900321543407
39,64.85,0.24,Furniture,48.36,0.5667478797224365
5,66.04,0.18,Accessories,49.03,0.6087916414294368
36,54.54,0.14,Accessories,49.03,0.7731169783645031
46,5.08,0.18,Furniture,48.36,3.0
25,51.32,0.37,Apparel,49.0,0.6015198752922837
4,4.24,0.28,Accessories,49.03,3.0
47,84.77,0.04,Stationery,48.765,0.5522519759348826
29,73.99,0.31,Electronics,49.35,0.46021759697256387
24,45.88,0.39,Electronics,49.35,0.6561355710549258
42,56.49,0.3,Apparel,49.0,0.6071871127633208
21,40.71,0.01,Furniture,48.36,1.1760353721444363
41,76.06,0.12,Accessories,49.03,0.5672679463581383
11,95.67,0.06,Electronics,49.35,0.48488554405769835
27,74.93,0.32,Electronics,49.35,0.4478580008007473
48,45.33,0.38,Furniture,48.36,0.6614427531436134
48,13.74,0.31,Accessories,49.03,2.462205240174672
37,28.84,0.01,Electronics,49.35,1.6940533980582524
41,57.31,0.4,Accessories,49.03,0.5133135578433083
10,4.4,0.14,Electronics,49.35,3.0
43,31.39,0.11,Accessories,49.03,1.3901465434851865
9,20.63,0.19,Accessories,49.03,1.925075133301018
42,56.61,0.06,Electronics,49.35,0.8194488606253312
3,49.57,0.43,Accessories,49.03,0.5637905991527135
49,41.7,0.08,Apparel,49.0,1.0810551558752999
49,29.45,0.26,Electronics,49.35,1.2400339558573854
44,36.54,0.01,Furniture,48.36,1.3102463054187192
6,24.31,0.03,Apparel,49.0,1.9551624845742495
48,96.22,0.17,Accessories,49.03,0.4229359800457285
25,73.46,0.14,Accessories,49.03,0.5739967329158726
7,29.22,0.0,Accessories,49.03,1.6779603011635866
27,58.57,0.07,Stationery,48.765,0.7743119344374252
22,26.48,0.09,Stationery,48.765,1.6758364803625379
19,6.74,0.32,Furniture,48.36,3.0
30,33.28,0.02,Furniture,48.36,1.4240625
22,14.33,0.41,Accessories,49.03,2.0186810886252617
23,75.31,0.04,Furniture,48.36,0.6164599654760323
12,93.95,0.27,Accessories,49.03,0.3809675359233635
2,29.09,0.19,Electronics,49.35,1.374132004125129
29,92.57,0.0,Accessories,49.03,0.5296532353894351
29,78.52,0.25,Stationery,48.765,0.465788970962812
14,74.05,0.49,Furniture,48.36,0.3330668467251857
9,6.96,0.46,Apparel,49.0,3.0
45,33.89,0.31,Stationery,48.765,0.9928548244319857
42,61.11,0.09,Stationery,48.765,0.7261683848797251
26,88.92,0.5,Stationery,48.765,0.2742071524966262
29,32.41,0.33,Electronics,49.35,1.020194384449244
5,51.19,0.44,Stationery,48.765,0.5334713811291268
22,64.0,0.24,Stationery,48.765,0.579084375
29,17.16,0.24,Stationery,48.765,2.1597552447552446
13,46.62,0.23,Stationery,48.765,0.8054279279279281
7,13.14,0.08,Electronics,49.35,3.0
13,21.07,0.03,Apparel,49.0,2.255813953488372
45,10.08,0.45,Apparel,49.0,2.673611111111111
48,61.69,0.14,Furniture,48.36,0.6741708542713568
48,85.42,0.18,Furniture,48.36,0.4642378833996722
36,42.04,0.3,Apparel,49.0,0.8158896289248334
21,57.72,0.16,Stationery,48.765,0.7096777546777546
28,94.31,0.23,Apparel,49.0,0.4000636199766726
44,96.06,0.03,Furniture,48.36,0.4883322923173017
38,58.51,0.19,Furniture,48.36,0.6694855580242693
3,61.47,0.01,Stationery,48.765,0.7853806734992679
28,53.27,0.27,Apparel,49.0,0.671484888304862
45,34.1,0.21,Electronics,49.35,1.1432991202346041
43,42.74,0.06,Accessories,49.03,1.0783387927000467
43,96.4,0.01,Electronics,49.35,0.5068101659751036
33,49.44,0.48,Accessories,49.03,0.5156877022653722
13,37.48,0.21,Stationery,48.765,1.0278641942369264
41,65.86,0.23,Stationery,48.765,0.5701343759489828
45,60.28,0.19,Electronics,49.35,0.663130391506304
37,46.46,0.01,Electronics,49.35,1.0515820060266896
5,60.77,0.07,Stationery,48.765,0.7462802369590258
36,67.84,0.43,Apparel,49.0,0.4117040094339623
40,78.1,0.22,Furniture,48.36,0.48298079385403336
44,94.71,0.25,Furniture,48.36,0.38295850490972444
43,30.42,0.0,Stationery,48.765,1.6030571992110454
41,55.62,0.37,Furniture,48.36,0.5477669902912622
17,59.16,0.32,Stationery,48.765,0.5605172413793104
4,10.13,0.02,Electronics,49.35,3.0
19,72.62,0.0,Electronics,49.35,0.6795648581657945
34,17.48,0.31,Electronics,49.35,1.9480263157894737
17,75.27,0.29,Accessories,49.03,0.46248571808157307
25,18.41,0.44,Accessories,49.03,1.4914068441064638
5,31.62,0.09,Electronics,49.35,1.4202561669829223
17,33.81,0.11,Furniture,48.36,1.2730079858030168
11,87.51,0.29,Furniture,48.36,0.39236201576962626
16,18.24,0.34,Furniture,48.36,1.7498684210526316
16,64.64,0.5,Furniture,48.36,0.3740717821782178
6,42.32,0.46,Electronics,49.35,0.629702268431002
38,27.11,0.39,Furniture,48.36,1.0881445960900036
39,6.03,0.44,Apparel,49.0,3.0
18,76.42,0.25,Electronics,49.35,0.4843300183198116
46,18.4,0.2,Furniture,48.36,2.102608695652174
3,98.12,0.05,Furniture,48.36,0.46822258459029753
18,45.55,0.29,Furniture,48.36,0.7538002195389681
46,16.57,0.18,Furniture,48.36,2.393192516596258
7,7.33,0.43,Apparel,49.0,3.0
11,57.01,0.06,Stationery,48.765,0.8040536747938958
47,37.72,0.39,Apparel,49.0,0.7924178154825026
15,56.31,0.43,Apparel,49.0,0.49600426212040494
37,83.05,0.18,Apparel,49.0,0.48380493678506925
14,71.37,0.4,Electronics,49.35,0.4148802017654476
23,82.88,0.29,Electronics,49.35,0.42276182432432435
36,19.1,0.4,Apparel,49.0,1.5392670157068062
17,56.22,0.24,Electronics,49.35,0.6671291355389541
22,90.11,0.13,Accessories,49.03,0.47337809344134946
24,2.31,0.26,Electronics,49.35,3.0
17,13.38,0.09,Furniture,48.36,3.0
23,80.67,0.34,Stationery,48.765,0.3989698772777984
7,15.59,0.1,Electronics,49.35,2.848941629249519
1,84.8,0.09,Furniture,48.36,0.5189575471698114
27,78.64,0.16,Electronics,49.35,0.5271363173957273
34,75.36,0.41,Furniture,48.36,0.37861464968152875
37,59.79,0.39,Furniture,48.36,0.49338685398896137
45,71.9,0.3,Apparel,49.0,0.4770514603616133
15,61.22,0.11,Stationery,48.765,0.7089325383861483
46,17.79,0.05,Apparel,49.0,2.61663856098932
18,32.44,0.03,Stationery,48.765,1.4581396424167696
4,33.46,0.2,Accessories,49.03,1.1722653915122534
29,42.81,0.09,Furniture,48.36,1.0279747722494743
23,60.24,0.32,Accessories,49.03,0.5534594953519255
43,15.59,0.18,Apparel,49.0,2.5772931366260425
22,95.32,0.25,Furniture,48.36,0.38050776332354175
20,9.36,0.13,Furniture,48.36,3.0
22,52.0,0.07,Furniture,48.36,0.8648999999999999
12,4.82,0.45,Accessories,49.03,3.0
45,28.83,0.42,Accessories,49.03,0.9863822407214708
35,55.12,0.13,Apparel,49.0,0.7734034833091438
26,64.8,0.32,Electronics,49.35,0.5178703703703704
14,45.11,0.14,Furniture,48.36,0.9219596541786743
44,63.68,0.08,Apparel,49.0,0.7079145728643216
20,53.94,0.36,Accessories,49.03,0.5817426770485725
36,22.91,0.25,Stationery,48.765,1.5964098646879092
9,2.09,0.18,Accessories,49.03,3.0
33,2.68,0.06,Electronics,49.35,3.0
24,40.15,0.17,Electronics,49.35,1.0201867995018679
9,45.78,0.4,Electronics,49.35,0.6467889908256881
24,83.69,0.1,Accessories,49.03,0.5272672959732346
30,3.97,0.34,Furniture,48.36,3.0
5,15.74,0.31,Electronics,49.35,2.1633735705209656
8,44.73,0.0,Electronics,49.35,1.103286384976526
45,81.93,0.13,Stationery,48.765,0.5178268033687293
20,71.3,0.18,Apparel,49.0,0.5635343618513324
15,95.92,0.14,Stationery,48.765,0.43721747289407836
22,21.22,0.17,Furniture,48.36,1.891555136663525
32,35.49,0.3,Apparel,49.0,0.9664694280078895
6,33.9,0.15,Accessories,49.03,1.2293657817109145
38,45.1,0.2,Furniture,48.36,0.8578270509977828
47,12.23,0.21,Apparel,49.0,3.0
33,74.79,0.4,Furniture,48.36,0.3879663056558363
11,5.05,0.24,Furniture,48.36,3.0
28,67.37,0.19,Accessories,49.03,0.5894953243283361
46,85.17,0.23,Stationery,48.765,0.4408717858400845
49,30.76,0.46,Accessories,49.03,0.8607347204161249
3,37.88,0.03,Stationery,48.765,1.2487341605068638
29,28.57,0.09,Electronics,49.35,1.5718760938046903
11,25.14,0.4,Apparel,49.0,1.1694510739856803
37,52.73,0.14,Accessories,49.03,0.799654845439029
45,36.87,0.06,Apparel,49.0,1.249254136154055
43,63.6,0.2,Apparel,49.0,0.6163522012578616
15,42.76,0.41,Apparel,49.0,0.6760991580916745
4,29.74,0.44,Apparel,49.0,0.9226630800268999
32,48.3,0.06,Furniture,48.36,0.941167701863354
43,73.72,0.48,Apparel,49.0,0.34563212154096584
34,65.7,0.4,Furniture,48.36,0.44164383561643833
10,12.43,0.2,Electronics,49.35,3.0
30,21.43,0.18,Furniture,48.36,1.8504526364909006
41,34.31,0.22,Accessories,49.03,1.1146429612357913
18,60.33,0.03,Apparel,49.0,0.7878335819658545
5,72.36,0.26,Stationery,48.765,0.4987023217247098
8,98.15,0.3,Electronics,49.35,0.3519612837493632
40,8.18,0.28,Electronics,49.35,3.0
46,36.67,0.13,Apparel,49.0,1.1625306790291792
5,27.43,0.16,Accessories,49.03,1.50146554866934
17,3.47,0.17,Furniture,48.36,3.0
39,99.73,0.08,Accessories,49.03,0.4522972024466058
39,45.72,0.31,Furniture,48.36,0.7298425196850393
42,43.52,0.0,Electronics,49.35,1.1339613970588234
27,53.68,0.35,Accessories,49.03,0.5936941132637854
32,72.99,0.36,Accessories,49.03,0.4299109467050281
7,91.68,0.42,Electronics,49.35,0.312205497382199
22,67.29,0.41,Accessories,49.03,0.42989597265566953
12,85.14,0.38,Apparel,49.0,0.3568240544984731
24,4.16,0.2,Stationery,48.765,3.0
49,20.98,0.24,Furniture,48.36,1.7518398474737846
43,48.94,0.22,Electronics,49.35,0.7865345320800982
17,84.62,0.08,Electronics,49.35,0.5365398251004491
7,50.88,0.13,Furniture,48.36,0.8269103773584906
48,42.3,0.4,Furniture,48.36,0.6859574468085107
17,42.81,0.24,Stationery,48.765,0.865718290119131
20,1.52,0.41,Apparel,49.0,3.0
45,1.63,0.36,Stationery,48.765,3.0
10,83.6,0.04,Stationery,48.765,0.5599808612440191
6,77.94,0.45,Stationery,48.765,0.3441204772902233
48,5.62,0.22,Electronics,49.35,3.0
32,4.2,0.13,Furniture,48.36,3.0
8,59.79,0.33,Furniture,48.36,0.5419167084796789
44,73.18,0.5,Furniture,48.36,0.3304181470347089
44,7.97,0.05,Stationery,48.765,3.0
19,4.95,0.05,Accessories,49.03,3.0
19,13.05,0.46,Furniture,48.36,2.001103448275862
22,85.95,0.18,Apparel,49.0,0.4674810936591042
35,38.93,0.39,Stationery,48.765,0.7641060878499871
28,28.21,0.39,Accessories,49.03,1.0602020560085077
33,20.86,0.4,Furniture,48.36,1.3909875359539787
6,66.84,0.12,Furniture,48.36,0.6366965888689408
12,88.81,0.13,Apparel,49.0,0.4800135119918928
33,82.76,0.35,Apparel,49.0,0.3848477525374577
34,8.48,0.21,Accessories,49.03,3.0
12,21.84,0.21,Stationery,48.765,1.7639354395604394
37,70.02,0.12,Furniture,48.36,0.6077806341045415
36,80.45,0.1,Furniture,48.36,0.5410068365444375
3,25.88,0.09,Accessories,49.03,1.7240069551777437
36,36.13,0.35,Furniture,48.36,0.8700249100470523
39,96.98,0.41,Apparel,49.0,0.29810270158795626
28,58.79,0.19,Accessories,49.03,0.6755281510460963
11,89.76,0.21,Electronics,49.35,0.434341577540107
16,40.21,0.1,Electronics,49.35,1.104575976125342
3,22.96,0.17,Accessories,49.03,1.7724259581881534
22,88.14,0.2,Furniture,48.36,0.4389380530973451
49,2.72,0.32,Stationery,48.765,3.0
15,81.35,0.45,Accessories,49.03,0.33148740012292566
35,64.96,0.04,Electronics,49.35,0.7293103448275863
20,39.07,0.41,Stationery,48.765,0.7364051702073203
43,45.75,0.12,Apparel,49.0,0.9425136612021858
4,73.6,0.14,Furniture,48.36,0.5650760869565218
29,66.58,0.14,Accessories,49.03,0.6333103033944127
20,49.08,0.34,Electronics,49.35,0.6636308068459656
29,60.61,0.26,Accessories,49.03,0.5986173898696585
14,4.55,0.4,Apparel,49.0,3.0
1,29.89,0.19,Apparel,49.0,1.3278688524590165
18,9.33,0.35,Furniture,48.36,3.0
17,73.57,0.21,Apparel,49.0,0.5261655566127499
15,34.02,0.16,Accessories,49.03,1.210617283950617
25,4.53,0.34,Stationery,48.765,3.0
13,66.37,0.31,Stationery,48.765,0.5069737833358444
33,69.93,0.4,Furniture,48.36,0.41492921492921486
24,31.43,0.06,Furniture,48.36,1.446337893732103
34,3.94,0.13,Furniture,48.36,3.0
11,55.17,0.43,Electronics,49.35,0.5098694942903752
37,61.08,0.17,Apparel,49.0,0.6658480681074
47,93.09,0.06,Accessories,49.03,0.49509292082930495
25,97.07,0.07,Electronics,49.35,0.47280828268260017
41,14.29,0.34,Furniture,48.36,2.233561931420574
32,55.48,0.39,Electronics,49.35,0.5426009372746936
1,41.77,0.06,Accessories,49.03,1.1033804165669139
29,84.47,0.42,Stationery,48.765,0.33483722031490476
41,84.25,0.34,Apparel,49.0,0.3838575667655786
11,58.87,0.27,Apparel,49.0,0.6076099881093936
22,14.86,0.22,Stationery,48.765,2.559670255720054
12,41.83,0.46,Furniture,48.36,0.6242983504661727
16,3.39,0.09,Accessories,49.03,3.0
39,90.66,0.11,Electronics,49.35,0.4844639311714097
3,76.1,0.32,Furniture,48.36,0.4321261498028909
37,63.26,0.12,Accessories,49.03,0.6820486879544737
36,17.45,0.46,Furniture,48.36,1.4965272206303726
30,46.4,0.43,Furniture,48.36,0.5940775862068967
